2434,[I.10],Degradación de los soportes de almacenamiento de la información,1,9.4.4,Uso de utilidades con privilegios del sistema,25
2435,[A.4],Manipulación de la configuración,4,9.2.3,Gestión de privilegios de acceso,33
2435,[A.4],Manipulación de la configuración,4,15.2.2,Gestión de cambios en la provisión del servicio del proveedor,33
2436,[E.7],Deficiencias en la organización,3,9.1.1,Política de control de acceso,38
2437,[E.7],Deficiencias en la organización,2,13.2.3,Mensajería electrónica,30
2438,[E.10],Errores de secuencia,2,8.3.2,Eliminación de soportes,42
2439,[E.25],Pérdida de equipos,4,9.4.1,Restricción del acceso a la información,46
2439,[E.25],Pérdida de equipos,4,9.4.5,Control de acceso al código fuente de los programas,46
2440,[A.26],Ataque destructivo,3,17.1.1,Planificación de la continuidad de la seguridad de la información,3
2441,[A.18],Destrucción de información,2,11.2.9,Política de puesto de trabajo despejado y pantalla limpia,2
2441,[A.18],Destrucción de información,2,11.2.2,Instalaciones de suministro,2
2442,[E.9],Errores de [re-]encaminamiento,4,11.2.4,Mantenimiento de los equipos,45
2443,[A.13],Repudio,0,18.1.2,Derechos de propiedad intelectual (IPR),35
2443,[A.13],Repudio,0,17.1.2,Implementar la continuidad de la seguridad de la información,35
2444,[A.13],Repudio,1,17.1.3,Verificación, revisión y evaluación de la continuidad de la seguridad de la información,2
2445,[A.9],[Re-]encaminamiento de mensajes,0,5.1.1,Políticas para la seguridad de la información,36
2445,[A.9],[Re-]encaminamiento de mensajes,0,13.1.3,Segregación de las redes,36
2446,[A.23],Manipulación de los equipos,4,18.2.1,Revisión independiente de la seguridad de la información,6
2447,[A.22],Manipulación de programas,3,18.2.1,Revisión independiente de la seguridad de la información,20
2448,[A.9],[Re-]encaminamiento de mensajes,4,12.2.1,Controles contra el código malicioso,7
2449,[E.2],Errores del administrador,3,9.3.1,Uso de la información secreta de autenticación,45
2450,[A.30],Ingeniería social (picaresca),3,11.2.5,Retirada de materiales propiedad de la empresa,26
2450,[A.30],Ingeniería social (picaresca),3,18.1.2,Derechos de propiedad intelectual (IPR),26
2451,[E.21],Errores de mantenimiento / actualización de programas (software),3,11.1.1,Perímetro de seguridad física,37
2451,[E.21],Errores de mantenimiento / actualización de programas (software),3,11.2.6,Seguridad de los equipos fuera de las instalaciones,37
2452,[A.7],Uso no previsto,4,14.2.7,Externalización del desarrollo de software,21
2453,[E.28],Indisponibilidad del personal,3,6.2.2,Teletrabajo,2
2454,[E.4],Errores de configuración,2,11.1.2,Controles físicos de entrada,47
2455,[A.22],Manipulación de programas,0,11.2.1,Emplazamiento y protección de equipos,47
2455,[A.22],Manipulación de programas,0,14.2.1,Política de desarrollo seguro,47
2456,[E.4],Errores de configuración,3,18.2.2,Cumplimiento de las políticas y normas de seguridad,42
2457,[A.19],Divulgación de información,1,7.1.1,Investigación de antecedentes,26
2457,[A.19],Divulgación de información,1,12.5.1,Instalación del software en explotación,26
2458,[A.25],Robo,2,11.2.8,Equipo de usuario desatendido,47
2459,[A.30],Ingeniería social (picaresca),0,9.4.4,Uso de utilidades con privilegios del sistema,21
2459,[A.30],Ingeniería social (picaresca),0,18.1.3,Protección de los registros de la organización,21
2460,[A.23],Manipulación de los equipos,1,10.1.1,Política de uso de los controles criptográficos,3
2461,[A.19],Divulgación de información,0,12.5.1,Instalación del software en explotación,17
2462,[E.28],Indisponibilidad del personal,2,12.1.1,Documentación de los procedimientos de operación,31
2462,[E.28],Indisponibilidad del personal,2,8.3.3,Soportes físicos en tránsito,31
2463,[E.8],Difusión de software dañino,2,14.2.2,Procedimientos de control de cambios en sistemas,8
2464,[A.12],Análisis de tráfico,0,8.1.2,Propiedad de los activos,13
2465,[A.8],Difusión de software dañino,3,12.4.4,Sincronización del reloj,18
2466,[E.15],Alteración accidental de la información,1,10.1.2,Gestión de claves,15
2466,[E.15],Alteración accidental de la información,1,12.4.1,Registro de eventos,15
2467,[E.23],Errores de mantenimiento / actualización de equipos (hardware),4,9.2.6,Retirada o reasignación de los derechos de acceso,32
2468,[A.14],Interceptación de información (escucha),2,9.4.2,Procedimientos seguros de inicio de sesión,13
2469,[A.6],Abuso de privilegios de acceso,0,8.1.3,Uso aceptable de los activos,0
2470,[A.11],Acceso no autorizado,4,16.1.4,Evaluación y decisión sobre los eventos de seguridad de información,34
2471,[A.30],Ingeniería social (picaresca),1,18.1.4,Protección y privacidad de la información de carácter personal,28
2471,[A.30],Ingeniería social (picaresca),1,9.4.3,Sistema de gestión de contraseñas,28
2472,[E.23],Errores de mantenimiento / actualización de equipos (hardware),3,15.1.1,Política de seguridad de la información en las relaciones con los proveedores,32
2473,[A.6],Abuso de privilegios de acceso,0,6.1.1,Roles y responsabilidades en seguridad de la información,23
2474,[A.4],Manipulación de la configuración,1,8.2.2,Etiquetado de la información,27
2475,[A.6],Abuso de privilegios de acceso,2,11.1.1,Perímetro de seguridad física,16
2475,[A.6],Abuso de privilegios de acceso,2,7.2.2,Concienciación, educación y capacitación en seguridad de la información,16
2476,[A.29],Extorsión,3,6.1.5,Seguridad de la información en la gestión de proyectos,2
2477,[A.12],Análisis de tráfico,1,12.4.4,Sincronización del reloj,11
2478,[A.7],Uso no previsto,4,12.4.2,Protección de la información de registros,24
2479,[A.25],Robo,1,14.2.2,Procedimientos de control de cambios en sistemas,43
2480,[A.9],[Re-]encaminamiento de mensajes,4,9.2.2,Provisión de acceso de usuario,45
2480,[A.9],[Re-]encaminamiento de mensajes,4,8.2.3,Manipulado de la información,45
2481,[A.4],Manipulación de la configuración,0,14.2.7,Externalización del desarrollo de software,19
2482,[E.25],Pérdida de equipos,1,13.2.2,Acuerdos de intercambio de información,17
2483,[E.7],Deficiencias en la organización,1,6.2.1,Política de dispositivos móviles,42
2484,[E.7],Deficiencias en la organización,1,15.1.3,Cadena de suministro de tecnología de la información y de las comunicaciones,36
2485,[A.12],Análisis de tráfico,1,15.1.2,Tratamiento de la seguridad en contratos con terceros,9
2485,[A.12],Análisis de tráfico,1,10.1.2,Gestión de claves,9
2486,[A.19],Divulgación de información,1,11.2.2,Instalaciones de suministro,34
2487,[E.15],Alteración accidental de la información,3,8.1.3,Uso aceptable de los activos,36
2488,[E.21],Errores de mantenimiento / actualización de programas (software),2,12.1.2,Gestión de cambios,23
2489,[A.22],Manipulación de programas,3,12.6.2,Restricción en la instalación de software,16
2489,[A.22],Manipulación de programas,3,12.4.4,Sincronización del reloj,16
2490,[A.14],Interceptación de información (escucha),1,12.4.1,Registro de eventos,13
2491,[E.9],Errores de [re-]encaminamiento,2,13.1.3,Segregación de las redes,17
2491,[E.9],Errores de [re-]encaminamiento,2,12.1.3,Gestión de capacidades,17
2492,[E.21],Errores de mantenimiento / actualización de programas (software),1,8.2.1,Clasificación de la información,8
2493,[E.21],Errores de mantenimiento / actualización de programas (software),3,15.1.1,Política de seguridad de la información en las relaciones con los proveedores,21
2494,[E.10],Errores de secuencia,3,11.1.1,Perímetro de seguridad física,22
2495,[A.18],Destrucción de información,2,14.2.9,Pruebas de aceptación de sistemas,38
2496,[A.23],Manipulación de los equipos,3,12.1.1,Documentación de los procedimientos de operación,16
2497,[A.29],Extorsión,2,17.1.3,Verificación, revisión y evaluación de la continuidad de la seguridad de la información,22
2498,[A.28],Indisponibilidad del personal,0,14.2.4,Restricciones a los cambios en los paquetes de software,8
2499,[E.9],Errores de [re-]encaminamiento,3,11.2.7,Reutilización o eliminación segura de equipos,17
2500,[A.19],Divulgación de información,1,8.2.3,Manipulado de la información,39
2501,[A.10],Alteración de secuencia,2,6.1.1,Roles y responsabilidades en seguridad de la información,12
2502,[A.19],Divulgación de información,0,12.1.2,Gestión de cambios,17
2503,[E.1],Errores de los usuarios,2,15.1.2,Tratamiento de la seguridad en contratos con terceros,23
2503,[E.1],Errores de los usuarios,2,6.1.1,Roles y responsabilidades en seguridad de la información,23
2504,[E.3],Errores de monitorización (log),1,11.1.3,Seguridad de oficinas, despachos y recursos,12
2504,[E.3],Errores de monitorización (log),1,9.4.1,Restricción del acceso a la información,12
2505,[E.2],Errores del administrador,3,7.2.1,Responsabilidades de gestión,17
2506,[E.4],Errores de configuración,0,11.1.4,Protección contra las amenazas externas y ambientales,30
2507,[A.7],Uso no previsto,3,12.2.2,Controles contra el código descargado en el cliente,45
2508,[E.28],Indisponibilidad del personal,2,13.2.1,Políticas y procedimientos de intercambio de información,11
2509,[A.4],Manipulación de la configuración,2,9.2.4,Gestión de la información secreta de autenticación de los usuarios,1
2509,[A.4],Manipulación de la configuración,2,12.4.3,Registros de administración y operación,1
2510,[A.9],[Re-]encaminamiento de mensajes,4,18.2.2,Cumplimiento de las políticas y normas de seguridad,1
2510,[A.9],[Re-]encaminamiento de mensajes,4,12.1.2,Gestión de cambios,1
2511,[A.3],Manipulación de los registros de actividad (log),0,11.1.5,El trabajo en áreas seguras,46
2512,[A.3],Manipulación de los registros de actividad (log),3,11.1.4,Protección contra las amenazas externas y ambientales,18
2513,[A.7],Uso no previsto,4,12.1.2,Gestión de cambios,42
2514,[A.8],Difusión de software dañino,2,15.1.2,Tratamiento de la seguridad en contratos con terceros,14
2515,[A.4],Manipulación de la configuración,3,12.3.1,Copias de seguridad de la información,42
2516,[A.22],Manipulación de programas,1,6.1.4,Contacto con grupos de especial interés,12
2517,[E.4],Errores de configuración,0,16.1.6,Aprendizaje de los incidentes de seguridad de la información,40
2517,[E.4],Errores de configuración,0,9.4.4,Uso de utilidades con privilegios del sistema,40
2518,[E.3],Errores de monitorización (log),3,18.1.2,Derechos de propiedad intelectual (IPR),44
2519,[E.8],Difusión de software dañino,1,18.1.4,Protección y privacidad de la información de carácter personal,27
2520,[A.14],Interceptación de información (escucha),4,15.1.2,Tratamiento de la seguridad en contratos con terceros,5
2520,[A.14],Interceptación de información (escucha),4,9.2.1,Registro y baja de usuario,5
2521,[A.18],Destrucción de información,2,6.1.3,Contacto con las autoridades,31
2522,[E.19],Fugas de información,2,9.4.3,Sistema de gestión de contraseñas,13
2523,[E.10],Errores de secuencia,4,18.1.3,Protección de los registros de la organización,42
2524,[A.4],Manipulación de la configuración,0,9.2.2,Provisión de acceso de usuario,26
2525,[E.4],Errores de configuración,0,14.2.9,Pruebas de aceptación de sistemas,23
2525,[E.4],Errores de configuración,0,13.1.2,Seguridad de los servicios de red,23
2526,[E.4],Errores de configuración,4,9.1.2,Acceso a las redes y a los servicios de red,0
2527,[E.8],Difusión de software dañino,4,7.1.1,Investigación de antecedentes,46
2527,[E.8],Difusión de software dañino,4,12.4.1,Registro de eventos,46
2528,[A.26],Ataque destructivo,2,7.2.1,Responsabilidades de gestión,33
2528,[A.26],Ataque destructivo,2,11.2.7,Reutilización o eliminación segura de equipos,33
2529,[A.14],Interceptación de información (escucha),1,13.1.3,Segregación de las redes,10
2529,[A.14],Interceptación de información (escucha),1,11.2.2,Instalaciones de suministro,10
2530,[A.7],Uso no previsto,3,18.2.2,Cumplimiento de las políticas y normas de seguridad,30
2530,[A.7],Uso no previsto,3,11.2.4,Mantenimiento de los equipos,30
2531,[A.18],Destrucción de información,4,18.2.2,Cumplimiento de las políticas y normas de seguridad,9
2531,[A.18],Destrucción de información,4,8.3.2,Eliminación de soportes,9
2532,[E.23],Errores de mantenimiento / actualización de equipos (hardware),0,9.2.4,Gestión de la información secreta de autenticación de los usuarios,39
2533,[A.23],Manipulación de los equipos,1,17.2.1,Disponibilidad de los recursos de tratamiento de la información,11
2534,[A.8],Difusión de software dañino,3,7.2.2,Concienciación, educación y capacitación en seguridad de la información,23
2535,[E.7],Deficiencias en la organización,0,14.1.1,Análisis y especificación de los requisitos de seguridad,19
2535,[E.7],Deficiencias en la organización,0,12.2.2,Controles contra el código descargado en el cliente,19
2536,[E.8],Difusión de software dañino,4,8.3.2,Eliminación de soportes,35
2536,[E.8],Difusión de software dañino,4,12.6.2,Restricción en la instalación de software,35
2537,[A.12],Análisis de tráfico,2,9.4.3,Sistema de gestión de contraseñas,44
2538,[A.22],Manipulación de programas,3,14.1.2,Asegurar los servicios de aplicaciones en redes públicas,40
2538,[A.22],Manipulación de programas,3,12.1.1,Documentación de los procedimientos de operación,40
2539,[A.28],Indisponibilidad del personal,0,6.1.3,Contacto con las autoridades,5
2540,[E.4],Errores de configuración,0,9.2.1,Registro y baja de usuario,32
2541,[E.9],Errores de [re-]encaminamiento,4,14.1.3,Protección de las transacciones de servicios de aplicaciones,10
2542,[A.24],Denegación de servicio,4,13.1.3,Segregación de las redes,20
2543,[A.11],Acceso no autorizado,4,15.1.1,Política de seguridad de la información en las relaciones con los proveedores,28
2544,[E.21],Errores de mantenimiento / actualización de programas (software),4,7.2.2,Concienciación, educación y capacitación en seguridad de la información,1
2545,[E.15],Alteración accidental de la información,2,13.1.3,Segregación de las redes,16
2546,[A.3],Manipulación de los registros de actividad (log),0,7.2.2,Concienciación, educación y capacitación en seguridad de la información,45
2546,[A.3],Manipulación de los registros de actividad (log),0,6.1.4,Contacto con grupos de especial interés,45
2547,[A.18],Destrucción de información,1,14.2.6,Entorno de desarrollo seguro,20
2547,[A.18],Destrucción de información,1,9.1.1,Política de control de acceso,20
2548,[A.19],Divulgación de información,3,11.2.5,Retirada de materiales propiedad de la empresa,1
2549,[A.6],Abuso de privilegios de acceso,4,12.1.2,Gestión de cambios,1
2549,[A.6],Abuso de privilegios de acceso,4,14.2.6,Entorno de desarrollo seguro,1
2550,[A.10],Alteración de secuencia,3,8.3.2,Eliminación de soportes,45
2551,[A.5],Suplantación de la identidad del usuario,1,14.2.5,Principios de ingeniería de sistemas seguros,9
2551,[A.5],Suplantación de la identidad del usuario,1,11.2.2,Instalaciones de suministro,9
2552,[E.1],Errores de los usuarios,4,14.2.2,Procedimientos de control de cambios en sistemas,36
2553,[A.10],Alteración de secuencia,0,14.2.5,Principios de ingeniería de sistemas seguros,39
2553,[A.10],Alteración de secuencia,0,17.2.1,Disponibilidad de los recursos de tratamiento de la información,39
2554,[A.25],Robo,2,6.1.2,Segregación de tareas,34
2555,[A.23],Manipulación de los equipos,1,7.2.2,Concienciación, educación y capacitación en seguridad de la información,25
2556,[A.23],Manipulación de los equipos,2,14.2.4,Restricciones a los cambios en los paquetes de software,33
2557,[E.4],Errores de configuración,3,6.1.3,Contacto con las autoridades,21
2557,[E.4],Errores de configuración,3,9.2.5,Revisión de los derechos de acceso de usuario,21
2558,[E.1],Errores de los usuarios,2,18.1.2,Derechos de propiedad intelectual (IPR),12
2558,[E.1],Errores de los usuarios,2,16.1.5,Evaluación y decisión sobre los eventos de seguridad de información,12
2559,[A.30],Ingeniería social (picaresca),4,9.1.2,Acceso a las redes y a los servicios de red,27
2559,[A.30],Ingeniería social (picaresca),4,9.4.1,Restricción del acceso a la información,27
2560,[A.29],Extorsión,2,18.1.3,Protección de los registros de la organización,20
2561,[A.28],Indisponibilidad del personal,3,8.2.1,Clasificación de la información,46
2562,[E.28],Indisponibilidad del personal,3,11.2.5,Retirada de materiales propiedad de la empresa,20
2563,[A.9],[Re-]encaminamiento de mensajes,1,16.1.2,Notificación de los eventos de seguridad de la información,44
2564,[E.15],Alteración accidental de la información,2,6.1.1,Roles y responsabilidades en seguridad de la información,47
2565,[A.8],Difusión de software dañino,1,16.1.4,Evaluación y decisión sobre los eventos de seguridad de información,15
2566,[A.9],[Re-]encaminamiento de mensajes,0,8.2.1,Clasificación de la información,30
2567,[A.26],Ataque destructivo,0,16.1.7,Recopilación de evidencias,6
2567,[A.26],Ataque destructivo,0,18.2.2,Cumplimiento de las políticas y normas de seguridad,6
2568,[E.28],Indisponibilidad del personal,4,17.2.1,Disponibilidad de los recursos de tratamiento de la información,4
2569,[A.6],Abuso de privilegios de acceso,2,18.1.3,Protección de los registros de la organización,35
2570,[A.30],Ingeniería social (picaresca),3,9.2.2,Provisión de acceso de usuario,27
2570,[A.30],Ingeniería social (picaresca),3,12.2.1,Controles contra el código malicioso,27
2571,[E.1],Errores de los usuarios,0,11.1.1,Perímetro de seguridad física,18
2572,[A.22],Manipulación de programas,0,9.2.1,Registro y baja de usuario,28
2573,[A.26],Ataque destructivo,2,12.5.1,Instalación del software en explotación,4
2574,[A.28],Indisponibilidad del personal,4,5.1.2,Revisión de la política de seguridad de la información,11
2575,[E.25],Pérdida de equipos,4,14.2.1,Política de desarrollo seguro,15
2575,[E.25],Pérdida de equipos,4,8.3.2,Eliminación de soportes,15
2576,[E.18],Destrucción de información,3,17.1.1,Planificación de la continuidad de la seguridad de la información,6
2577,[A.11],Acceso no autorizado,1,12.7.1,Controles de auditoría de sistemas de información,0
2578,[A.13],Repudio,0,18.1.2,Derechos de propiedad intelectual (IPR),10
2579,[A.23],Manipulación de los equipos,3,8.1.3,Uso aceptable de los activos,47
2580,[A.12],Análisis de tráfico,1,7.2.3,Proceso disciplinario,33
2581,[A.6],Abuso de privilegios de acceso,4,14.2.5,Principios de ingeniería de sistemas seguros,4
2582,[E.20],Vulnerabilidades de los programas (software),3,6.1.3,Contacto con las autoridades,2
2582,[E.20],Vulnerabilidades de los programas (software),3,15.2.2,Gestión de cambios en la provisión del servicio del proveedor,2
2583,[E.19],Fugas de información,1,8.1.1,Inventario de activos,42
2584,[A.19],Divulgación de información,1,9.2.6,Retirada o reasignación de los derechos de acceso,15
2585,[A.23],Manipulación de los equipos,3,8.3.2,Eliminación de soportes,47
2586,[A.30],Ingeniería social (picaresca),4,8.2.2,Etiquetado de la información,10
2587,[A.12],Análisis de tráfico,4,16.1.7,Recopilación de evidencias,0
2588,[A.3],Manipulación de los registros de actividad (log),2,18.1.3,Protección de los registros de la organización,23
2589,[E.21],Errores de mantenimiento / actualización de programas (software),4,9.2.5,Revisión de los derechos de acceso de usuario,43
2590,[E.9],Errores de [re-]encaminamiento,4,7.2.3,Proceso disciplinario,34
2591,[E.8],Difusión de software dañino,3,11.1.4,Protección contra las amenazas externas y ambientales,12
2592,[A.3],Manipulación de los registros de actividad (log),1,11.1.4,Protección contra las amenazas externas y ambientales,33
2592,[A.3],Manipulación de los registros de actividad (log),1,12.1.3,Gestión de capacidades,33
2593,[A.15],Modificación deliberada de la información,4,5.1.2,Revisión de la política de seguridad de la información,20
2594,[A.15],Modificación deliberada de la información,4,9.4.2,Procedimientos seguros de inicio de sesión,35
2595,[A.22],Manipulación de programas,1,11.2.4,Mantenimiento de los equipos,1
2596,[A.25],Robo,3,14.2.4,Restricciones a los cambios en los paquetes de software,11
2596,[A.25],Robo,3,16.1.1,Responsabilidades y procedimientos,11
2597,[E.19],Fugas de información,3,13.1.2,Seguridad de los servicios de red,46
2598,[A.29],Extorsión,2,13.1.3,Segregación de las redes,39
2599,[A.24],Denegación de servicio,0,12.1.1,Documentación de los procedimientos de operación,0
2600,[A.10],Alteración de secuencia,4,15.1.1,Política de seguridad de la información en las relaciones con los proveedores,19
2601,[A.23],Manipulación de los equipos,0,8.3.1,Gestión de soportes extraíbles,44
2602,[A.5],Suplantación de la identidad del usuario,0,17.1.3,Verificación, revisión y evaluación de la continuidad de la seguridad de la información,7
2603,[A.24],Denegación de servicio,0,9.4.4,Uso de utilidades con privilegios del sistema,25
2604,[A.4],Manipulación de la configuración,2,8.3.1,Gestión de soportes extraíbles,11
2605,[E.10],Errores de secuencia,1,11.1.6,Áreas de carga y descarga,20
2605,[E.10],Errores de secuencia,1,18.1.5,Regulación de los controles criptográficos,20
2606,[A.12],Análisis de tráfico,3,11.2.7,Reutilización o eliminación segura de equipos,23
2607,[A.28],Indisponibilidad del personal,0,13.2.3,Mensajería electrónica,17
2608,[E.15],Alteración accidental de la información,3,17.1.3,Verificación, revisión y evaluación de la continuidad de la seguridad de la información,19
2608,[E.15],Alteración accidental de la información,3,16.1.5,Evaluación y decisión sobre los eventos de seguridad de información,19
2609,[A.12],Análisis de tráfico,3,16.1.5,Evaluación y decisión sobre los eventos de seguridad de información,18
2610,[E.8],Difusión de software dañino,1,11.1.2,Controles físicos de entrada,19
2611,[A.9],[Re-]encaminamiento de mensajes,1,12.4.4,Sincronización del reloj,9
2612,[A.13],Repudio,2,12.2.2,Controles contra el código descargado en el cliente,10
2612,[A.13],Repudio,2,9.2.5,Revisión de los derechos de acceso de usuario,10
2613,[I.10],Degradación de los soportes de almacenamiento de la información,4,9.2.1,Registro y baja de usuario,11
2613,[I.10],Degradación de los soportes de almacenamiento de la información,4,18.1.4,Protección y privacidad de la información de carácter personal,11
2614,[A.13],Repudio,4,8.1.2,Propiedad de los activos,8
2615,[A.23],Manipulación de los equipos,0,8.3.3,Soportes físicos en tránsito,30
2616,[E.15],Alteración accidental de la información,3,13.2.2,Acuerdos de intercambio de información,18
2617,[A.27],Ocupación enemiga,1,9.1.2,Acceso a las redes y a los servicios de red,25
2618,[E.21],Errores de mantenimiento / actualización de programas (software),1,15.1.3,Cadena de suministro de tecnología de la información y de las comunicaciones,32
2619,[E.28],Indisponibilidad del personal,2,8.1.4,Devolución de activos,12
2620,[A.26],Ataque destructivo,4,11.1.1,Perímetro de seguridad física,24
2621,[E.25],Pérdida de equipos,0,13.2.3,Mensajería electrónica,21
2622,[A.5],Suplantación de la identidad del usuario,2,14.2.8,Pruebas funcionales de seguridad de sistemas,36
2623,[A.13],Repudio,0,16.1.2,Notificación de los eventos de seguridad de la información,22
2624,[A.6],Abuso de privilegios de acceso,0,16.1.7,Recopilación de evidencias,7
2625,[E.23],Errores de mantenimiento / actualización de equipos (hardware),1,8.1.3,Uso aceptable de los activos,3
2626,[E.9],Errores de [re-]encaminamiento,3,13.2.1,Políticas y procedimientos de intercambio de información,0
2627,[E.9],Errores de [re-]encaminamiento,1,11.1.2,Controles físicos de entrada,17
2628,[A.9],[Re-]encaminamiento de mensajes,2,8.2.3,Manipulado de la información,21
2629,[A.5],Suplantación de la identidad del usuario,2,7.2.3,Proceso disciplinario,42
2630,[A.6],Abuso de privilegios de acceso,1,11.2.4,Mantenimiento de los equipos,19
2631,[A.3],Manipulación de los registros de actividad (log),0,18.1.3,Protección de los registros de la organización,36
2631,[A.3],Manipulación de los registros de actividad (log),0,16.1.5,Evaluación y decisión sobre los eventos de seguridad de información,36
2632,[E.24],Caída del sistema por agotamiento de recursos,3,8.1.2,Propiedad de los activos,23
2632,[E.24],Caída del sistema por agotamiento de recursos,3,12.2.2,Controles contra el código descargado en el cliente,23
2633,[A.18],Destrucción de información,3,13.1.1,Controles de red,0
2634,[E.10],Errores de secuencia,1,12.2.2,Controles contra el código descargado en el cliente,9
2635,[A.10],Alteración de secuencia,1,9.2.4,Gestión de la información secreta de autenticación de los usuarios,31
2636,[E.3],Errores de monitorización (log),2,16.1.1,Responsabilidades y procedimientos,7
2637,[A.14],Interceptación de información (escucha),0,5.1.2,Revisión de la política de seguridad de la información,38
2637,[A.14],Interceptación de información (escucha),0,12.4.4,Sincronización del reloj,38
2638,[A.19],Divulgación de información,0,7.1.3,Términos y condiciones de contratación,30
2639,[E.9],Errores de [re-]encaminamiento,2,16.1.7,Recopilación de evidencias,40
2639,[E.9],Errores de [re-]encaminamiento,2,8.2.2,Etiquetado de la información,40
2640,[E.15],Alteración accidental de la información,2,18.1.1,Identificación de la legislación aplicable y de los requisitos contractuales,10
2641,[E.24],Caída del sistema por agotamiento de recursos,4,7.1.1,Investigación de antecedentes,16
2641,[E.24],Caída del sistema por agotamiento de recursos,4,6.1.5,Seguridad de la información en la gestión de proyectos,16
2642,[A.22],Manipulación de programas,0,11.2.1,Emplazamiento y protección de equipos,0
2643,[A.10],Alteración de secuencia,1,8.1.2,Propiedad de los activos,20
2644,[E.2],Errores del administrador,1,18.2.3,Comprobación del cumplimiento técnico,17
2645,[A.23],Manipulación de los equipos,0,8.3.3,Soportes físicos en tránsito,31
2645,[A.23],Manipulación de los equipos,0,12.4.4,Sincronización del reloj,31
2646,[E.25],Pérdida de equipos,0,9.4.3,Sistema de gestión de contraseñas,41
2647,[A.22],Manipulación de programas,0,13.1.1,Controles de red,20
2648,[A.24],Denegación de servicio,3,11.1.2,Controles físicos de entrada,11
2649,[A.19],Divulgación de información,3,11.2.9,Política de puesto de trabajo despejado y pantalla limpia,12
2650,[E.2],Errores del administrador,1,9.2.4,Gestión de la información secreta de autenticación de los usuarios,31
2651,[A.12],Análisis de tráfico,3,16.1.7,Recopilación de evidencias,35
2652,[A.8],Difusión de software dañino,3,16.1.7,Recopilación de evidencias,37
2653,[A.14],Interceptación de información (escucha),1,8.2.2,Etiquetado de la información,34
2654,[A.5],Suplantación de la identidad del usuario,3,11.2.2,Instalaciones de suministro,27
2655,[E.24],Caída del sistema por agotamiento de recursos,0,12.1.3,Gestión de capacidades,33
2656,[E.4],Errores de configuración,2,9.1.1,Política de control de acceso,5
2657,[A.22],Manipulación de programas,4,12.3.1,Copias de seguridad de la información,23
2658,[A.30],Ingeniería social (picaresca),4,12.6.1,Gestión de las vulnerabilidades técnicas,18
2659,[E.4],Errores de configuración,4,5.1.1,Políticas para la seguridad de la información,32
2660,[E.7],Deficiencias en la organización,4,9.4.5,Control de acceso al código fuente de los programas,36
2661,[A.30],Ingeniería social (picaresca),4,9.4.3,Sistema de gestión de contraseñas,10
2662,[E.23],Errores de mantenimiento / actualización de equipos (hardware),3,12.6.2,Restricción en la instalación de software,5
2662,[E.23],Errores de mantenimiento / actualización de equipos (hardware),3,12.4.4,Sincronización del reloj,5
2663,[A.29],Extorsión,1,11.2.6,Seguridad de los equipos fuera de las instalaciones,27
2664,[E.4],Errores de configuración,2,9.2.2,Provisión de acceso de usuario,20
2665,[E.4],Errores de configuración,1,13.1.1,Controles de red,34
2666,[E.3],Errores de monitorización (log),0,8.3.2,Eliminación de soportes,25
2667,[E.25],Pérdida de equipos,3,7.2.1,Responsabilidades de gestión,44
2667,[E.25],Pérdida de equipos,3,18.1.4,Protección y privacidad de la información de carácter personal,44
2668,[A.14],Interceptación de información (escucha),2,12.5.1,Instalación del software en explotación,47
2668,[A.14],Interceptación de información (escucha),2,12.7.1,Controles de auditoría de sistemas de información,47
2669,[E.7],Deficiencias en la organización,1,9.4.5,Control de acceso al código fuente de los programas,8
2669,[E.7],Deficiencias en la organización,1,14.2.7,Externalización del desarrollo de software,8
2670,[A.4],Manipulación de la configuración,3,12.6.1,Gestión de las vulnerabilidades técnicas,26
2670,[A.4],Manipulación de la configuración,3,14.3.1,Protección de los datos de prueba,26
2671,[A.24],Denegación de servicio,1,9.2.3,Gestión de privilegios de acceso,8
2672,[A.6],Abuso de privilegios de acceso,1,14.1.3,Protección de las transacciones de servicios de aplicaciones,28
2672,[A.6],Abuso de privilegios de acceso,1,14.2.6,Entorno de desarrollo seguro,28
2673,[E.24],Caída del sistema por agotamiento de recursos,0,16.1.6,Aprendizaje de los incidentes de seguridad de la información,12
2673,[E.24],Caída del sistema por agotamiento de recursos,0,8.3.3,Soportes físicos en tránsito,12
2674,[A.29],Extorsión,0,7.2.3,Proceso disciplinario,18
2675,[E.24],Caída del sistema por agotamiento de recursos,0,16.1.4,Evaluación y decisión sobre los eventos de seguridad de información,47
2676,[I.10],Degradación de los soportes de almacenamiento de la información,4,18.2.3,Comprobación del cumplimiento técnico,18
2677,[A.4],Manipulación de la configuración,2,9.1.2,Acceso a las redes y a los servicios de red,40
2678,[E.18],Destrucción de información,3,9.4.4,Uso de utilidades con privilegios del sistema,29
2679,[E.8],Difusión de software dañino,2,6.2.1,Política de dispositivos móviles,36
2679,[E.8],Difusión de software dañino,2,11.1.2,Controles físicos de entrada,36
2680,[A.3],Manipulación de los registros de actividad (log),1,14.1.2,Asegurar los servicios de aplicaciones en redes públicas,1
2681,[A.15],Modificación deliberada de la información,4,13.1.1,Controles de red,29
2682,[A.3],Manipulación de los registros de actividad (log),1,13.1.1,Controles de red,2
2683,[A.4],Manipulación de la configuración,0,6.1.4,Contacto con grupos de especial interés,36
2684,[A.5],Suplantación de la identidad del usuario,0,5.1.1,Políticas para la seguridad de la información,4
